global_id,source_id,publisher,category,title,url,source_type,evidence_level,accessed,takeaway,lan_implication
172,STD-012,W3C,Accessibility standard,WAI-ARIA 1.2,https://www.w3.org/TR/wai-aria-1.2/,normative,normative-standard,2026-08-05,Provides the normative browser behavior required to implement wai-aria 1.2 correctly.,Use the standard as the resolver/source-of-truth; the LAN UI should visualize browser semantics rather than invent a parallel layout language.
173,STD-013,W3C,Accessibility standard,Web Content Accessibility Guidelines 2.2,https://www.w3.org/TR/WCAG22/,normative,normative-standard,2026-08-05,"Capabilities are role-, site-, collection-, and workflow-scoped, and publishing authority is distinct from editing authority.","Map SYSTEMX levels to explicit capabilities enforced in the server command registry, not only hidden buttons or fixture roles."
174,STD-014,JSON Schema,Data standard,JSON Schema Draft 2020-12 Core,https://json-schema.org/draft/2020-12/json-schema-core,normative,normative-standard,2026-08-05,Defines interoperable data and patch semantics relevant to json schema draft 2020-12 core.,"Use versioned schemas, JSON Pointer addressing, and explicit patches/commands for validation, replay, migrations, and review."
175,STD-015,IETF,Data standard,RFC 6901 JSON Pointer,https://www.rfc-editor.org/info/rfc6901,normative,normative-standard,2026-08-05,Defines interoperable data and patch semantics relevant to rfc 6901 json pointer.,"Use versioned schemas, JSON Pointer addressing, and explicit patches/commands for validation, replay, migrations, and review."
176,STD-016,IETF,Data standard,RFC 6902 JSON Patch,https://www.rfc-editor.org/info/rfc6902,normative,normative-standard,2026-08-05,Defines interoperable data and patch semantics relevant to rfc 6902 json patch.,"Use versioned schemas, JSON Pointer addressing, and explicit patches/commands for validation, replay, migrations, and review."
177,STD-017,IETF,Data standard,RFC 7396 JSON Merge Patch,https://www.rfc-editor.org/info/rfc7396,normative,normative-standard,2026-08-05,Defines interoperable data and patch semantics relevant to rfc 7396 json merge patch.,"Use versioned schemas, JSON Pointer addressing, and explicit patches/commands for validation, replay, migrations, and review."
178,STD-018,OWASP,Security standard,Application Security Verification Standard,https://owasp.org/www-project-application-security-verification-standard/,normative,normative-standard,2026-08-05,Supplies security verification or implementation guidance for application security verification standard.,"Turn these controls into automated gates and threat-model requirements for the loopback service, plugins, provider adapters, and publish flow."
179,STD-019,OWASP,Security guidance,Cross-Site Request Forgery Prevention Cheat Sheet,https://cheatsheetseries.owasp.org/cheatsheets/Cross-Site_Request_Forgery_Prevention_Cheat_Sheet.html,normative,normative-standard,2026-08-05,Supplies security verification or implementation guidance for cross-site request forgery prevention cheat sheet.,"Turn these controls into automated gates and threat-model requirements for the loopback service, plugins, provider adapters, and publish flow."
180,STD-020,OWASP,Security guidance,Content Security Policy Cheat Sheet,https://cheatsheetseries.owasp.org/cheatsheets/Content_Security_Policy_Cheat_Sheet.html,normative,normative-standard,2026-08-05,Supplies security verification or implementation guidance for content security policy cheat sheet.,"Turn these controls into automated gates and threat-model requirements for the loopback service, plugins, provider adapters, and publish flow."
181,CMP-001,Builder.io,Comparator,Builder.io Visual Editor,https://www.builder.io/c/docs/visual-editor,official-comparator,official-comparator-reviewed,2026-08-05,"Shows an iframe-centered visual editor with layers, data binding, and registered code components.",Borrow the adapter and component-registration concepts while retaining SYSTEMX's repository-first and explicit-write model.
182,CMP-002,Builder.io,Comparator,Builder.io custom components setup,https://www.builder.io/c/docs/custom-components-setup,official-comparator,official-comparator-reviewed,2026-08-05,"Reusable design units need stable definitions, instances, typed properties, slots, variants, overrides, and library/version boundaries.","Expand the current component registry into definitions plus instances, props, slots, variants, dependency graphs, migrations, and source ownership."
183,CMP-003,Builder.io,Comparator,Builder.io data binding overview,https://www.builder.io/c/docs/data-binding-overview,official-comparator,official-comparator-reviewed,2026-08-05,"Shows an iframe-centered visual editor with layers, data binding, and registered code components.",Borrow the adapter and component-registration concepts while retaining SYSTEMX's repository-first and explicit-write model.
184,CMP-004,Wix,Comparator,Wix Studio Editor overview,https://support.wix.com/en/article/wix-studio-about-the-studio-editor,official-comparator,official-comparator-reviewed,2026-08-05,"Shows responsive breakpoint authoring, inspector-driven properties, and studio-oriented canvas workflows.",Use it to test whether LAN's breakpoint overrides and inspector hierarchy remain understandable on complex responsive layouts.
185,CMP-005,Wix,Comparator,Wix Studio responsive site building,https://support.wix.com/en/article/studio-editor-building-a-responsive-site,official-comparator,official-comparator-reviewed,2026-08-05,"Shows responsive breakpoint authoring, inspector-driven properties, and studio-oriented canvas workflows.",Use it to test whether LAN's breakpoint overrides and inspector hierarchy remain understandable on complex responsive layouts.
186,CMP-006,Wix,Comparator,Wix Studio designing across breakpoints,https://support.wix.com/en/article/studio-editor-designing-across-breakpoints,official-comparator,official-comparator-reviewed,2026-08-05,Responsive values participate in an ordered cascade with inherited and overridden declarations rather than separate page copies.,"Build breakpoint-aware style resolution with visible inheritance, reset-to-inherited behavior, and conflict detection."
187,CMP-007,Wix,Comparator,Wix Studio Inspector panel,https://support.wix.com/en/article/studio-editor-using-the-inspector-panel,official-comparator,official-comparator-reviewed,2026-08-05,"Shows responsive breakpoint authoring, inspector-driven properties, and studio-oriented canvas workflows.",Use it to test whether LAN's breakpoint overrides and inspector hierarchy remain understandable on complex responsive layouts.
188,CMP-008,Framer,Comparator,Framer CMS,https://www.framer.com/help/cms/,official-comparator,official-comparator-reviewed,2026-08-05,"Shows canvas-native site design with CMS, components, preview, grids, and style systems optimized for speed.","Use it as a benchmark for immediacy and visual feedback, but preserve deterministic source and operations evidence."
189,CMP-009,Framer,Comparator,Framer CMS 3.0,https://www.framer.com/updates/cms-3.0,official-comparator,official-comparator-reviewed,2026-08-05,"Shows canvas-native site design with CMS, components, preview, grids, and style systems optimized for speed.","Use it as a benchmark for immediacy and visual feedback, but preserve deterministic source and operations evidence."
190,CMP-010,Framer,Comparator,Framer CMS Components,https://www.framer.com/updates/cms-components,official-comparator,official-comparator-reviewed,2026-08-05,"Reusable design units need stable definitions, instances, typed properties, slots, variants, overrides, and library/version boundaries.","Expand the current component registry into definitions plus instances, props, slots, variants, dependency graphs, migrations, and source ownership."
191,CMP-011,Framer,Comparator,Preview a Framer site,https://www.framer.com/help/articles/how-to-preview-your-site/,official-comparator,official-comparator-reviewed,2026-08-05,"Shows canvas-native site design with CMS, components, preview, grids, and style systems optimized for speed.","Use it as a benchmark for immediacy and visual feedback, but preserve deterministic source and operations evidence."
192,CMP-012,Framer,Comparator,Framer layout grids,https://www.framer.com/help/articles/layout-grids/,official-comparator,official-comparator-reviewed,2026-08-05,"Shows canvas-native site design with CMS, components, preview, grids, and style systems optimized for speed.","Use it as a benchmark for immediacy and visual feedback, but preserve deterministic source and operations evidence."
193,CMP-013,Framer,Comparator,Framer text styles,https://www.framer.com/help/articles/how-to-use-text-styles/,official-comparator,official-comparator-reviewed,2026-08-05,"Shows canvas-native site design with CMS, components, preview, grids, and style systems optimized for speed.","Use it as a benchmark for immediacy and visual feedback, but preserve deterministic source and operations evidence."
194,CMP-014,Figma,Comparator,Figma Plugin API introduction,https://developers.figma.com/docs/plugins/,official-comparator,official-comparator-reviewed,2026-08-05,"Shows a mature plugin API over stable document nodes, components, variables, and editor state.",Adopt stable IDs and capability-scoped plugin APIs; avoid exposing raw internal implementation objects.
195,CMP-015,Figma,Comparator,Figma Plugin API reference,https://developers.figma.com/docs/plugins/api/api-reference/,official-comparator,official-comparator-reviewed,2026-08-05,"Shows a mature plugin API over stable document nodes, components, variables, and editor state.",Adopt stable IDs and capability-scoped plugin APIs; avoid exposing raw internal implementation objects.
196,CMP-016,Figma,Comparator,Figma ComponentNode API,https://developers.figma.com/docs/plugins/api/ComponentNode/,official-comparator,official-comparator-reviewed,2026-08-05,"Reusable design units need stable definitions, instances, typed properties, slots, variants, overrides, and library/version boundaries.","Expand the current component registry into definitions plus instances, props, slots, variants, dependency graphs, migrations, and source ownership."
197,CMP-017,Figma,Comparator,Figma variables API guidance,https://developers.figma.com/docs/plugins/working-with-variables/,official-comparator,official-comparator-reviewed,2026-08-05,"Central design values support typed variables, collections, modes, aliases, and context-dependent resolution.","Create a token graph with typed values, alias-cycle detection, modes/themes, breakpoint resolution, usage indexing, and safe rename/delete."
198,CMP-018,GrapesJS,Comparator,GrapesJS Components module,https://grapesjs.com/docs/modules/Components.html,official-comparator,official-comparator-reviewed,2026-08-05,"Reusable design units need stable definitions, instances, typed properties, slots, variants, overrides, and library/version boundaries.","Expand the current component registry into definitions plus instances, props, slots, variants, dependency graphs, migrations, and source ownership."
199,CMP-019,GrapesJS,Comparator,GrapesJS Style Manager module,https://grapesjs.com/docs/modules/Style-manager.html,official-comparator,official-comparator-reviewed,2026-08-05,"Provides open architectural patterns for component trees, style managers, and pluggable storage.",Use it as implementation prior art for module boundaries while maintaining clean-room code and SYSTEMX-specific contracts.
200,CMP-020,GrapesJS,Comparator,GrapesJS Storage Manager module,https://grapesjs.com/docs/modules/Storage.html,official-comparator,official-comparator-reviewed,2026-08-05,"Provides open architectural patterns for component trees, style managers, and pluggable storage.",Use it as implementation prior art for module boundaries while maintaining clean-room code and SYSTEMX-specific contracts.
